id,slug,primary_keyword,title,category_key,search_intent,priority,score,competition_estimate,conversion_potential,status
409,"how-does-the-debt-snowball-payoff-work","how does the debt snowball payoff work","How Does The Debt Snowball Payoff Work: Complete 2026 Guide",debt_management,informational,P3,27,low,low,pending
410,"debt-avalanche-vs-cash-flow-budgeting","debt avalanche vs cash flow budgeting","Debt Avalanche vs Cash Flow Budgeting: Which Strategy Works Better in 2026?",debt_management,comparison,P3,27,low,low,pending
411,"debt-avalanche-tax-implications","debt avalanche tax implications","Debt Avalanche Tax Implications: Complete 2026 Guide",debt_management,informational,P3,27,medium,low,pending
412,"debt-snowball-vs-cash-flow-budgeting","debt snowball vs cash flow budgeting","Debt Snowball vs Cash Flow Budgeting: Which Strategy Works Better in 2026?",debt_management,comparison,P3,27,low,low,pending
413,"debt-snowball-tax-implications","debt snowball tax implications","Debt Snowball Tax Implications: Complete 2026 Guide",debt_management,informational,P3,27,medium,low,pending
414,"debt-consolidation-vs-cash-flow-budgeting","debt consolidation vs cash flow budgeting","Debt Consolidation vs Cash Flow Budgeting: Which Strategy Works Better in 2026?",debt_management,comparison,P3,27,low,low,pending
415,"debt-consolidation-tax-implications","debt consolidation tax implications","Debt Consolidation Tax Implications: Complete 2026 Guide",debt_management,informational,P3,27,medium,low,pending
416,"debt-to-income-ratio-vs-cash-flow-budgeting","debt to income ratio vs cash flow budgeting","Debt To Income Ratio vs Cash Flow Budgeting: Which Strategy Works Better in 2026?",debt_management,comparison,P3,27,low,low,pending
417,"debt-to-income-ratio-tax-implications","debt to income ratio tax implications","Debt To Income Ratio Tax Implications: Complete 2026 Guide",debt_management,informational,P3,27,low,low,pending
418,"rental-property-investing-tax-implications","rental property investing tax implications","Rental Property Investing Tax Implications: Complete 2026 Guide",passive_income,informational,P3,27,medium,low,pending
419,"self-storage-investing-tax-implications","self storage investing tax implications","Self Storage Investing Tax Implications: Complete 2026 Guide",passive_income,informational,P3,27,medium,low,pending
420,"laundromat-investing-tax-implications","laundromat investing tax implications","Laundromat Investing Tax Implications: Complete 2026 Guide",passive_income,informational,P3,27,medium,low,pending
421,"short-term-rental-investing-tax-implications","short term rental investing tax implications","Short Term Rental Investing Tax Implications: Complete 2026 Guide",passive_income,informational,P3,27,low,low,pending
422,"airbnb-cash-flow-vs-notes-investing","airbnb cash flow vs notes investing","Airbnb Cash Flow vs Notes Investing: Which Strategy Works Better in 2026?",passive_income,comparison,P3,27,low,low,pending
423,"airbnb-cash-flow-vs-franchise-investing","airbnb cash flow vs franchise investing","Airbnb Cash Flow vs Franchise Investing: Which Strategy Works Better in 2026?",passive_income,comparison,P3,27,low,low,pending
424,"airbnb-cash-flow-tax-implications","airbnb cash flow tax implications","Airbnb Cash Flow Tax Implications: Complete 2026 Guide",passive_income,informational,P3,27,medium,low,pending
425,"airbnb-taxes-for-guests","airbnb taxes for guests","Airbnb Taxes For Guests: Complete 2026 Guide",airbnb_arbitrage,informational,P3,27,medium,low,pending
426,"how-much-are-airbnb-taxes-for-guests","how much are airbnb taxes for guests","How Much Are Airbnb Taxes For Guests: Complete 2026 Guide",airbnb_arbitrage,informational,P3,27,low,low,pending
427,"airbnb-pricing-strategy-tax-implications","airbnb pricing strategy tax implications","Airbnb Pricing Strategy Tax Implications: Complete 2026 Guide",airbnb_arbitrage,informational,P3,27,medium,low,pending
428,"airbnb-taxes-for-beginners","airbnb taxes for beginners","Airbnb Taxes For Beginners: Complete 2026 Guide",airbnb_arbitrage,informational,P3,27,medium,low,pending
429,"airbnb-taxes-for-full-time-employees","airbnb taxes for full time employees","Airbnb Taxes For Full Time Employees: Complete 2026 Guide",airbnb_arbitrage,informational,P3,27,low,low,pending
430,"airbnb-taxes-for-real-estate-investors","airbnb taxes for real estate investors","Airbnb Taxes For Real Estate Investors: Complete 2026 Guide",airbnb_arbitrage,informational,P3,27,low,low,pending
431,"airbnb-taxes-for-hosts","airbnb taxes for hosts","Airbnb Taxes For Hosts: Complete 2026 Guide",airbnb_arbitrage,informational,P3,27,medium,low,pending
432,"airbnb-taxes-for-side-hustlers","airbnb taxes for side hustlers","Airbnb Taxes For Side Hustlers: Complete 2026 Guide",airbnb_arbitrage,informational,P3,27,medium,low,pending
433,"airbnb-taxes-for-operators","airbnb taxes for operators","Airbnb Taxes For Operators: Complete 2026 Guide",airbnb_arbitrage,informational,P3,27,medium,low,pending
434,"airbnb-taxes-vs-long-term-rentals","airbnb taxes vs long term rentals","Airbnb Taxes vs Long Term Rentals: Which Strategy Works Better in 2026?",airbnb_arbitrage,comparison,P3,27,low,low,pending
435,"airbnb-taxes-vs-mid-term-rentals","airbnb taxes vs mid term rentals","Airbnb Taxes vs Mid Term Rentals: Which Strategy Works Better in 2026?",airbnb_arbitrage,comparison,P3,27,low,low,pending
436,"airbnb-taxes-vs-co-hosting","airbnb taxes vs co hosting","Airbnb Taxes vs Co Hosting: Which Strategy Works Better in 2026?",airbnb_arbitrage,comparison,P3,27,medium,low,pending
437,"airbnb-taxes-vs-property-management","airbnb taxes vs property management","Airbnb Taxes vs Property Management: Which Strategy Works Better in 2026?",airbnb_arbitrage,comparison,P3,27,medium,low,pending
438,"airbnb-occupancy-strategy-tax-implications","airbnb occupancy strategy tax implications","Airbnb Occupancy Strategy Tax Implications: Complete 2026 Guide",airbnb_arbitrage,informational,P3,27,medium,low,pending
439,"is-tax-planning-legal","is tax planning legal","Is Tax Planning Legal: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
440,"how-roth-conversions-are-taxed","how roth conversions are taxed","How Roth Conversions Are Taxed: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
441,"how-roth-ira-is-taxed","how roth ira is taxed","How Roth Ira Is Taxed: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
442,"how-to-learn-tax-planning","how to learn tax planning","How To Learn Tax Planning: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
443,"best-tax-planning-software","best tax planning software","Best Tax Planning Software: Complete 2026 Guide",tax_strategies,commercial,P3,25,medium,low,pending
444,"best-tax-planning-books","best tax planning books","Best Tax Planning Books: Complete 2026 Guide",tax_strategies,commercial,P3,25,medium,low,pending
445,"best-tax-planning-strategies","best tax planning strategies","Best Tax Planning Strategies: Complete 2026 Guide",tax_strategies,commercial,P3,25,medium,low,pending
446,"tax-planning-certified-professional","tax planning certified professional","Tax Planning Certified Professional: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
447,"qbi-deduction-phase-out-2025","qbi deduction phase out 2025","Qbi Deduction Phase Out 2025: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
448,"qbi-deduction-income-limits","qbi deduction income limits","Qbi Deduction Income Limits: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
449,"qbi-deduction-income-limits-2025","qbi deduction income limits 2025","Qbi Deduction Income Limits 2025: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
450,"how-does-cost-segregation-help-with-taxes","how does cost segregation help with taxes","How Does Cost Segregation Help With Taxes: Complete 2026 Guide",tax_strategies,informational,P3,25,low,low,pending
451,"how-qbi-deduction-works","how qbi deduction works","How Qbi Deduction Works: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
452,"how-is-qbi-deduction-calculated","how is qbi deduction calculated","How Is Qbi Deduction Calculated: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
453,"how-does-qbi-deduction-work-with-a-loss","how does qbi deduction work with a loss","How Does Qbi Deduction Work With A Loss: Complete 2026 Guide",tax_strategies,informational,P3,25,low,low,pending
454,"how-to-calculate-qbi-deduction-2024","how to calculate qbi deduction 2024","How To Calculate Qbi Deduction 2024: Complete 2026 Guide",tax_strategies,informational,P3,25,low,low,pending
455,"how-to-maximize-qbi-deduction","how to maximize qbi deduction","How To Maximize Qbi Deduction: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
456,"how-to-calculate-qbi-deduction-2025","how to calculate qbi deduction 2025","How To Calculate Qbi Deduction 2025: Complete 2026 Guide",tax_strategies,informational,P3,25,low,low,pending
457,"how-to-get-qbi-deduction","how to get qbi deduction","How To Get Qbi Deduction: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
458,"how-to-find-qbi-deduction","how to find qbi deduction","How To Find Qbi Deduction: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
459,"what-is-inheritance-tax-planning","what is inheritance tax planning","What Is Inheritance Tax Planning: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
460,"estate-tax-planning-attorney","estate tax planning attorney","Estate Tax Planning Attorney: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
461,"estate-tax-planning-software","estate tax planning software","Estate Tax Planning Software: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
462,"estate-tax-planning-strategies","estate tax planning strategies","Estate Tax Planning Strategies: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
463,"estate-tax-planning-services","estate tax planning services","Estate Tax Planning Services: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
464,"estate-planning-tax-strategies","estate planning tax strategies","Estate Planning Tax Strategies: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
465,"capital-gains-tax-rate","capital gains tax rate","Capital Gains Tax Rate: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
466,"capital-gains-tax-rate-2025","capital gains tax rate 2025","Capital Gains Tax Rate 2025: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
467,"capital-gains-tax-texas","capital gains tax texas","Capital Gains Tax Texas: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
468,"capital-gains-tax-brackets","capital gains tax brackets","Capital Gains Tax Brackets: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
469,"capital-gains-tax-brackets-2025","capital gains tax brackets 2025","Capital Gains Tax Brackets 2025: Complete 2026 Guide",tax_strategies,informational,P3,25,medium,low,pending
470,"capital-gains-tax-on-real-estate","capital gains tax on real estate","Capital Gains Tax On Real Estate: Complete 2026 Guide",tax_strategies,informational,P3,25,low,low,pending
